file_path,file_name,parent_dir,source_subdir,experiment_id,server_config_label,model_name,date,offload_gb,run_concurrency,run_id,condition,role,num_prompts,num_warmups,input_len,output_len,temperature,request_rate,burstiness,max_concurrency,duration,completed,failed,total_input_tokens,total_output_tokens,request_throughput,output_throughput,total_token_throughput,mean_ttft_ms,median_ttft_ms,std_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_tpot_ms,median_tpot_ms,std_tpot_ms,p50_tpot_ms,p95_tpot_ms,p99_tpot_ms,mean_itl_ms,median_itl_ms,std_itl_ms,p50_itl_ms,p95_itl_ms,p99_itl_ms,mean_e2el_ms,median_e2el_ms,std_e2el_ms,p50_e2el_ms,p95_e2el_ms,p99_e2el_ms
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024\qwen_offload4_conc4_run1.json,qwen_offload4_conc4_run1.json,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,offload_paper1_qwen_fullrep,qwen25_7b_offload4,Qwen/Qwen2.5-7B-Instruct,20260603-080933,4,4,1,,,20,1,256,64,0.0,inf,1.0,4,177.32663135299936,20,0,5120,1280,0.112786217430514,7.218317915552901,36.0915895777645,1407.516205650063,1547.114951000367,288.12847247192434,1547.114951000367,1629.9160960494191,1630.501144810405,539.737876838888,540.0634591269842,0.5821340100862888,540.0634591269842,540.1091961904823,540.1094068190425,531.3042803164037,540.0639465001404,67.1666599406272,540.0639465001404,541.4207905501371,543.0477699000585,35411.00244650002,35572.330771499765,300.6877770412247,35572.330771499765,35574.42737599999,35574.60559600019
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024\qwen_offload4_conc4_run2.json,qwen_offload4_conc4_run2.json,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,offload_paper1_qwen_fullrep,qwen25_7b_offload4,Qwen/Qwen2.5-7B-Instruct,20260603-081312,4,4,2,,,20,1,256,64,0.0,inf,1.0,4,176.70219591500063,20,0,5120,1280,0.1131847846962843,7.243826220562197,36.21913110281099,1257.3426432998986,1420.741420000013,340.0221030369829,1420.741420000013,1520.5209754999032,1520.714707099878,539.2845325103194,539.2898987698456,0.7799742100065115,539.2898987698456,540.1182742103174,540.1231766325412,530.8580434109394,540.0081289999434,67.43014828066256,540.0081289999434,541.2794882500748,542.4538828595178,35232.26819145002,35439.846675999885,351.9582166192959,35439.846675999885,35452.993137800106,35453.31517716003
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024\qwen_offload4_conc4_run3.json,qwen_offload4_conc4_run3.json,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,offload_paper1_qwen_fullrep,qwen25_7b_offload4,Qwen/Qwen2.5-7B-Instruct,20260603-081652,4,4,3,,,20,1,256,64,0.0,inf,1.0,4,176.69245095099996,20,0,5120,1280,0.1131910270775878,7.2442257329656226,36.22112866482812,1257.7270534500713,1421.272160999706,341.2517030662148,1421.272160999706,1521.376044850058,1521.549140170191,539.2477100166674,539.2311256349179,0.794424760762662,539.2311256349179,540.13424581508,540.1359946233434,530.8217238851555,539.9689460000445,67.43236907489903,539.9689460000445,541.2152996496388,542.2068457998557,35230.33278450011,35434.31403199975,349.8352286995464,35434.31403199975,35450.244347750144,35450.35948395011
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024\qwen_offload4_conc4_run4.json,qwen_offload4_conc4_run4.json,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,offload_paper1_qwen_fullrep,qwen25_7b_offload4,Qwen/Qwen2.5-7B-Instruct,20260603-082032,4,4,4,,,20,1,256,64,0.0,inf,1.0,4,176.69318712699987,20,0,5120,1280,0.1131905554775284,7.244195550561822,36.22097775280911,1258.474550400024,1421.518357499281,340.0934756006673,1421.518357499281,1521.127759450428,1521.2138590898758,539.2378336460324,539.2180889761842,0.7901997648410098,539.2180889761842,540.0814010825336,540.0830909847573,530.812049023438,539.9532050000744,67.42870230828494,539.9532050000744,541.1194425003941,542.5103811601275,35230.458070100074,35441.73862649995,352.1767560317321,35441.73862649995,35446.76679895042,35446.956646190345
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024\qwen_offload4_conc4_run5.json,qwen_offload4_conc4_run5.json,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,offload_paper1_qwen_fullrep,qwen25_7b_offload4,Qwen/Qwen2.5-7B-Instruct,20260603-082412,4,4,5,,,20,1,256,64,0.0,inf,1.0,4,177.33980502099985,20,0,5120,1280,0.1127778391187003,7.2177817035968195,36.088908517984095,1273.6717321000924,1535.1890335000462,398.84055167601593,1535.1890335000462,1548.19584600059,1548.4744924004465,540.154553119841,540.1525051269822,0.1059353504227835,540.1525051269822,540.3331493992005,540.3838433655555,531.7144654156252,539.969570500034,66.99929829508243,539.969570500034,541.5817228004016,545.7538295099221,35303.40857865008,35571.73530450018,402.3245239050376,35571.73530450018,35582.52948200016,35582.80528600035
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024\qwen_offload4_conc8_run1.json,qwen_offload4_conc8_run1.json,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,offload_paper1_qwen_fullrep,qwen25_7b_offload4,Qwen/Qwen2.5-7B-Instruct,20260603-082643,4,8,1,,,20,1,256,64,0.0,inf,1.0,8,107.59773426999982,20,0,5120,1280,0.1858775199653656,11.896161277783404,59.48080638891701,1683.889138700124,1861.7247859997408,321.30716234288144,1861.7247859997408,1874.75245809992,1874.81459722012,542.2619868539671,542.0951495555471,2.073552205246765,542.0951495555471,545.7701596476114,545.7997747485699,533.7889770906215,541.7776945000696,68.59838489427698,541.7776945000696,543.6920589500915,545.2693929998713,35846.39431050004,36010.108897500235,290.9381809806443,36010.108897500235,36030.874419650354,36030.95383433
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024\qwen_offload4_conc8_run2.json,qwen_offload4_conc8_run2.json,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,offload_paper1_qwen_fullrep,qwen25_7b_offload4,Qwen/Qwen2.5-7B-Instruct,20260603-082913,4,8,2,,,20,1,256,64,0.0,inf,1.0,8,107.65009044399994,20,0,5120,1280,0.1857871174795165,11.89037551868906,59.451877593445296,1739.8075815000084,1874.2140144995572,299.8877696284125,1874.2140144995572,1887.326068549737,1887.6789449101489,542.0988747523818,542.2212228095233,1.659991991874816,542.2212228095233,545.9750260095237,546.0209376336468,533.6284510789063,541.8768519998594,67.94552362301705,541.8768519998594,543.4656189999714,545.1303177994032,35892.03669090007,36035.45560900011,284.71785129646315,36035.45560900011,36047.2435000997,36047.61280081957
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024\qwen_offload4_conc8_run3.json,qwen_offload4_conc8_run3.json,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,offload_paper1_qwen_fullrep,qwen25_7b_offload4,Qwen/Qwen2.5-7B-Instruct,20260603-083144,4,8,3,,,20,1,256,64,0.0,inf,1.0,8,107.64848209799948,20,0,5120,1280,0.1857898932731135,11.890553169479269,59.45276584739634,1739.1105521498955,1872.5873774997128,299.63952663166106,1872.5873774997128,1887.0654176498192,1887.473638729707,542.104049052383,542.2132017777744,1.6685766998020222,542.2132017777744,545.9768847706426,546.0327593795315,533.6335241085962,541.9327214999612,67.94185493031931,541.9327214999612,543.8121640498593,545.6620669401127,35891.66564245002,36035.68558399957,284.9377693604776,36035.68558399957,36046.49475814972,36046.90698442941
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024\qwen_offload4_conc8_run4.json,qwen_offload4_conc8_run4.json,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,offload_paper1_qwen_fullrep,qwen25_7b_offload4,Qwen/Qwen2.5-7B-Instruct,20260603-083415,4,8,4,,,20,1,256,64,0.0,inf,1.0,8,107.64526966700032,20,0,5120,1280,0.1857954377546716,11.890908016298985,59.45454008149492,1739.705072550032,1873.0728854998235,299.9954216128951,1873.0728854998235,1888.39189885025,1888.6243045700849,542.0475239531733,542.0544125952382,1.6178346391117555,542.0544125952382,545.8739874674674,545.9995296839719,533.5779021867204,541.9476245001533,67.94274991439808,541.9476245001533,543.546085549815,545.0472518095648,35888.69908159995,36022.47143849991,280.52846611091815,36022.47143849991,36048.39616749969,36048.40131269988
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024\qwen_offload4_conc8_run5.json,qwen_offload4_conc8_run5.json,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,offload_paper1_qwen_fullrep,qwen25_7b_offload4,Qwen/Qwen2.5-7B-Instruct,20260603-083645,4,8,5,,,20,1,256,64,0.0,inf,1.0,8,107.63333862699984,20,0,5120,1280,0.1858160329794229,11.892226110683067,59.46113055341535,1738.7737247999669,1874.0240924998943,299.7604608023525,1874.0240924998943,1885.054443950048,1885.3399143899696,542.0223935976198,542.1348129999922,1.6548089865671385,542.1348129999922,545.9181801023879,545.9196992458716,533.5531389812502,541.8691465001757,67.93067993604451,541.8691465001757,543.0724624498907,545.4528730100901,35886.18452145001,36028.50084600004,283.9764537864207,36028.50084600004,36041.67214045019,36041.94409049001
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024\qwen_offload4_conc12_run1.json,qwen_offload4_conc12_run1.json,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,offload_paper1_qwen_fullrep,qwen25_7b_offload4,Qwen/Qwen2.5-7B-Instruct,20260603-083841,4,12,1,,,20,1,256,64,0.0,inf,1.0,12,72.93016872199951,20,0,5120,1280,0.2742349339165448,17.55103577065887,87.75517885329435,2165.836677850029,2543.4477989997504,500.2924020043925,2543.4477989997504,2544.821323149381,2545.231907829848,544.9616787944459,545.4287230079335,3.710385072613834,545.4287230079335,546.5855805809417,556.9141870114183,536.4465427265635,544.82883350056,72.35634382115055,544.82883350056,546.2511639503646,547.9190562995427,36498.42244190013,36905.4629835,453.0475556823726,36905.4629835,36907.065779100005,36907.4288022199
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024\qwen_offload4_conc12_run2.json,qwen_offload4_conc12_run2.json,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,offload_paper1_qwen_fullrep,qwen25_7b_offload4,Qwen/Qwen2.5-7B-Instruct,20260603-084037,4,12,2,,,20,1,256,64,0.0,inf,1.0,12,72.92921381700035,20,0,5120,1280,0.274238524635485,17.55126557667104,87.75632788335518,2165.2237491498454,2544.859785999506,501.7090093580835,2544.859785999506,2546.95383745011,2547.302669089749,544.9576137968246,545.3785486349248,3.6699315616968575,545.3785486349248,546.5627895420622,556.8525239147563,536.442505198437,544.8370485000851,72.33229589163714,544.8370485000851,546.1205449500085,547.9869650893671,36497.5534183498,36903.435104499295,452.4949852937253,36903.435104499295,36905.8287343495,36906.15173966924
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024\qwen_offload4_conc12_run3.json,qwen_offload4_conc12_run3.json,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,offload_paper1_qwen_fullrep,qwen25_7b_offload4,Qwen/Qwen2.5-7B-Instruct,20260603-084233,4,12,3,,,20,1,256,64,0.0,inf,1.0,12,72.94412567499967,20,0,5120,1280,0.2741824624659892,17.547677597823313,87.73838798911656,2163.832219450069,2541.719866499079,500.1642215819765,2541.719866499079,2543.5337551504745,2543.614560629921,545.0931898349138,545.5254563809384,3.673744934180302,545.5254563809384,546.714715844419,556.9830433212643,536.5759569546824,544.7344530002738,72.34521754271331,544.7344530002738,546.7777905490948,548.1653249100418,36504.70317904965,36909.64798299865,451.0912057419544,36909.64798299865,36911.44423889964,36911.614188580206
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024\qwen_offload4_conc12_run4.json,qwen_offload4_conc12_run4.json,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,offload_paper1_qwen_fullrep,qwen25_7b_offload4,Qwen/Qwen2.5-7B-Instruct,20260603-084428,4,12,4,,,20,1,256,64,0.0,inf,1.0,12,72.94109742100045,20,0,5120,1280,0.2741938455431273,17.548406114760148,87.74203057380075,2166.5670417500223,2544.4419429995837,500.4621600438679,2544.4419429995837,2545.964402700247,2546.514835739926,545.028101334923,545.4586835317419,3.6883304518770457,545.4586835317419,546.6841601976105,556.9670879379431,536.5119269671936,544.7153325003455,72.36184506826729,544.7153325003455,546.6867915009971,547.6620391097458,36503.33742585017,36908.11350299919,451.0632139560592,36908.11350299919,36910.07775625021,36910.642455250745
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024\qwen_offload4_conc12_run5.json,qwen_offload4_conc12_run5.json,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,offload_paper1_qwen_fullrep,qwen25_7b_offload4,Qwen/Qwen2.5-7B-Instruct,20260603-084624,4,12,5,,,20,1,256,64,0.0,inf,1.0,12,72.92999275399961,20,0,5120,1280,0.2742355956000443,17.551078118402835,87.75539059201418,2162.476351949863,2540.267047501402,499.9711885920739,2540.267047501402,2542.021927749829,2542.357144748985,545.0050606595228,545.4426181269722,3.674686558872936,545.4426181269722,546.6223486888888,556.8893957949198,536.4892266382839,544.6776959997806,72.32299133461646,544.6776959997806,546.5534183001182,548.3480466193032,36497.7951734998,36902.97212900077,451.3228188405646,36902.97212900077,36904.96275570012,36905.28549273959
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024\qwen_offload4_conc16_run1.json,qwen_offload4_conc16_run1.json,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,offload_paper1_qwen_fullrep,qwen25_7b_offload4,Qwen/Qwen2.5-7B-Instruct,20260603-084819,4,16,1,,,20,1,256,64,0.0,inf,1.0,16,72.12375542300106,20,0,5120,1280,0.2773011455476953,17.747273315052503,88.73636657526252,1987.4024483498945,2193.7338950001504,410.3381014145938,2193.7338950001504,2195.2571856999384,2195.838641939172,544.8281517920661,545.6282520000016,3.235997953710337,545.6282520000016,546.0535396674487,552.4783849747657,536.3150970023482,545.3730819999691,69.3125118076132,545.3730819999691,546.7007645497688,548.7432714997885,36311.57601125006,36568.34402200093,445.55419003904734,36568.34402200093,36569.835547201,36570.42354703946
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024\qwen_offload4_conc16_run2.json,qwen_offload4_conc16_run2.json,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,offload_paper1_qwen_fullrep,qwen25_7b_offload4,Qwen/Qwen2.5-7B-Instruct,20260603-085014,4,16,2,,,20,1,256,64,0.0,inf,1.0,16,72.13514881599986,20,0,5120,1280,0.2772573471916637,17.744470220266475,88.72235110133238,1986.9740717501368,2192.6134265004293,409.9515898417731,2192.6134265004293,2194.9088884508456,2195.1583880903127,544.897627026193,545.6815571269689,3.2042734020030985,545.6815571269689,546.1106688507907,552.5047246400009,536.3835082437517,545.4375469998922,69.31004309087552,545.4375469998922,546.7357407495001,549.1361556002994,36315.5245744003,36570.92404100058,443.6775824008184,36570.92404100058,36573.07478510084,36573.10641782016
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024\qwen_offload4_conc16_run3.json,qwen_offload4_conc16_run3.json,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,offload_paper1_qwen_fullrep,qwen25_7b_offload4,Qwen/Qwen2.5-7B-Instruct,20260603-085209,4,16,3,,,20,1,256,64,0.0,inf,1.0,16,72.14737764399979,20,0,5120,1280,0.2772103526574028,17.74146257007378,88.7073128503689,1990.157445600016,2196.9577674990437,410.740995288267,2196.9577674990437,2198.6198931005674,2198.939292219384,544.9775821865089,545.773981357155,3.223679726944379,545.773981357155,546.1988899389065,552.5995313211082,536.462146266409,545.5382535001263,69.32942502320313,545.5382535001263,547.1639207005865,549.3161542100097,36323.74512335009,36580.6890469994,445.9908506861851,36580.6890469994,36582.61595960048,36582.939379120326
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024\qwen_offload4_conc16_run4.json,qwen_offload4_conc16_run4.json,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,offload_paper1_qwen_fullrep,qwen25_7b_offload4,Qwen/Qwen2.5-7B-Instruct,20260603-085404,4,16,4,,,20,1,256,64,0.0,inf,1.0,16,72.15028545300083,20,0,5120,1280,0.2771991804942771,17.74074755163374,88.7037377581687,1987.3670963498623,2193.302714998936,409.85899357778703,2193.302714998936,2194.9959693498386,2195.192465069267,544.9775719714313,545.7424749761881,3.169515453262517,545.7424749761881,546.1704046317585,552.5625221072993,536.4621823664081,545.5206599999656,69.3201263102533,545.5206599999656,547.1523617005005,549.2193943096754,36320.95413055003,36574.8516879994,441.2695094402777,36574.8516879994,36577.072600198975,36577.19443124037
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024\qwen_offload4_conc16_run5.json,qwen_offload4_conc16_run5.json,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,bench_runs_offload_paper1_qwen_fullrep_offload4_20260603_063024,offload_paper1_qwen_fullrep,qwen25_7b_offload4,Qwen/Qwen2.5-7B-Instruct,20260603-085559,4,16,5,,,20,1,256,64,0.0,inf,1.0,16,72.14181567000014,20,0,5120,1280,0.2772317249608248,17.74283039749279,88.71415198746394,1987.3275390001252,2193.545599000572,410.2155969918455,2193.545599000572,2195.172745248601,2195.599367449504,544.9287592063489,545.700066634925,3.1765415264598147,545.700066634925,546.1235994682414,552.505259512701,536.4141088703178,545.3871789995901,69.31891146325717,545.3871789995901,547.0761375009715,549.4709211000372,36317.8393690001,36572.62815100057,442.495633574579,36572.62815100057,36574.30415824911,36574.7329844502
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload8_20260602_133633\qwen_offload8_conc2_run1.json,qwen_offload8_conc2_run1.json,bench_runs_offload_paper1_qwen_fullrep_offload8_20260602_133633,bench_runs_offload_paper1_qwen_fullrep_offload8_20260602_133633,offload_paper1_qwen_fullrep,qwen25_7b_offload8,Qwen/Qwen2.5-7B-Instruct,20260602-154517,8,2,1,,,20,1,256,64,0.0,inf,1.0,2,662.3194434830002,20,0,5120,1280,0.0301969090546763,1.9326021794992851,9.663010897496427,2204.485349599417,3080.6262089972734,1029.174265096581,3080.6262089972734,3087.4650437057426,3088.158341544185,1014.6722751349038,1014.7664920476104,0.2616680995546024,1014.7664920476104,1014.9802916944903,1014.981045602392,998.8178386351592,1014.351945999806,125.85702233241985,1014.351945999806,1016.2700548007706,1028.2930140640383,66128.83868309837,67014.7706980024,1044.0826400276435,67014.7706980024,67027.22559420108,67028.35211484147
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload8_20260602_133633\qwen_offload8_conc2_run2.json,qwen_offload8_conc2_run2.json,bench_runs_offload_paper1_qwen_fullrep_offload8_20260602_133633,bench_runs_offload_paper1_qwen_fullrep_offload8_20260602_133633,offload_paper1_qwen_fullrep,qwen25_7b_offload8,Qwen/Qwen2.5-7B-Instruct,20260602-155735,8,2,2,,,20,1,256,64,0.0,inf,1.0,2,664.547661646,20,0,5120,1280,0.0300956592796708,1.926122193898934,9.630610969494668,2429.1177111012075,3080.2359390036145,946.2824191237676,3080.2359390036145,3085.8532078025746,3085.973193561367,1014.6440941222186,1014.6732714444896,0.144407890138715,1014.6732714444896,1014.8027321611556,1014.8333421020328,998.7900835202992,1014.268227001594,125.85446163648903,1014.268227001594,1016.3966498032096,1027.5329110617895,66351.69564080097,67008.35574650046,954.2550234488853,67008.35574650046,67014.73380565294,67015.10860193172
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload8_20260602_133633\qwen_offload8_conc2_run3.json,qwen_offload8_conc2_run3.json,bench_runs_offload_paper1_qwen_fullrep_offload8_20260602_133633,bench_runs_offload_paper1_qwen_fullrep_offload8_20260602_133633,offload_paper1_qwen_fullrep,qwen25_7b_offload8,Qwen/Qwen2.5-7B-Instruct,20260602-160955,8,2,3,,,20,1,256,64,0.0,inf,1.0,2,666.7994672420027,20,0,5120,1280,0.0299940251643023,1.9196176105153475,9.598088052576738,2653.9741762499034,3081.851633000042,797.4551583961144,3081.851633000042,3086.5960578514205,3088.636032372451,1014.6467864650774,1014.701512007926,0.2139742476254786,1014.701512007926,1014.9742130150346,1014.9840437839656,998.7927319109248,1014.2125564998424,125.85829453343156,1014.2125564998424,1016.2776144537928,1028.5367000431145,66576.72172354978,67009.03950399879,807.3829304148506,67009.03950399879,67027.05352005396,67031.39526401057
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload8_20260602_133633\qwen_offload8_conc2_run4.json,qwen_offload8_conc2_run4.json,bench_runs_offload_paper1_qwen_fullrep_offload8_20260602_133633,bench_runs_offload_paper1_qwen_fullrep_offload8_20260602_133633,offload_paper1_qwen_fullrep,qwen25_7b_offload8,Qwen/Qwen2.5-7B-Instruct,20260602-162216,8,2,4,,,20,1,256,64,0.0,inf,1.0,2,666.8311710820053,20,0,5120,1280,0.029992599127524,1.91952634416154,9.5976317208077,2653.770551550406,3081.369227998948,796.6230539247912,3081.369227998948,3088.005463543959,3088.012281510309,1014.7028310261894,1014.7346067142428,0.1859240052308295,1014.7346067142428,1014.913317360362,1014.9805391673148,998.8478592132822,1014.2965884988372,125.86438308751572,1014.2965884988372,1016.2798281482536,1028.3898751139352,66580.04890620032,67012.14748050188,806.156692624686,67012.14748050188,67026.08478460497,67026.15270731862
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload8_20260602_133633\qwen_offload8_conc2_run5.json,qwen_offload8_conc2_run5.json,bench_runs_offload_paper1_qwen_fullrep_offload8_20260602_133633,bench_runs_offload_paper1_qwen_fullrep_offload8_20260602_133633,offload_paper1_qwen_fullrep,qwen25_7b_offload8,Qwen/Qwen2.5-7B-Instruct,20260602-163438,8,2,5,,,20,1,256,64,0.0,inf,1.0,2,669.1111223649932,20,0,5120,1280,0.0298904013571159,1.912985686855424,9.56492843427712,2879.9929728993447,3083.5257534999982,521.1721075390926,3083.5257534999982,3087.8501374470943,3089.462666686595,1014.7313408484132,1014.7492520793872,0.116746539685304,1014.7492520793872,1014.890883708716,1014.9043305576416,998.8759786828156,1014.301566498034,125.87163393128075,1014.301566498034,1016.5652344465344,1029.3970159161836,66808.06744634938,67013.69488349519,524.4828877905447,67013.69488349519,67022.34020229444,67023.51334285879
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload8_20260602_133633\qwen_offload8_conc4_run1.json,qwen_offload8_conc4_run1.json,bench_runs_offload_paper1_qwen_fullrep_offload8_20260602_133633,bench_runs_offload_paper1_qwen_fullrep_offload8_20260602_133633,offload_paper1_qwen_fullrep,qwen25_7b_offload8,Qwen/Qwen2.5-7B-Instruct,20260602-164125,8,4,1,,,20,1,256,64,0.0,inf,1.0,4,333.5168718109999,20,0,5120,1280,0.0599669812546507,3.8378868002976505,19.18943400148825,2637.417030550205,2901.6365175011742,546.0340164828117,2901.6365175011742,3059.2130059998453,3061.411959603065,1015.3018695746028,1015.8768973174914,1.108932898191001,1015.8768973174914,1016.047553920633,1016.0478557492382,999.4375577093764,1015.784145998623,126.36375639954788,1015.784145998623,1017.8578495972032,1019.3552646972968,66601.43481375017,66905.22475100079,567.073527724903,66905.22475100079,66912.24207384876,66912.41848277117
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload8_20260602_133633\qwen_offload8_conc4_run2.json,qwen_offload8_conc4_run2.json,bench_runs_offload_paper1_qwen_fullrep_offload8_20260602_133633,bench_runs_offload_paper1_qwen_fullrep_offload8_20260602_133633,offload_paper1_qwen_fullrep,qwen25_7b_offload8,Qwen/Qwen2.5-7B-Instruct,20260602-164806,8,4,2,,,20,1,256,64,0.0,inf,1.0,4,327.43421412799944,20,0,5120,1280,0.0610809718015041,3.909182195296264,19.545910976481323,1404.4414330506695,887.6939120018505,749.1162088528608,887.6939120018505,2904.97921604765,2904.9976240137767,1015.5626183031724,1015.831559801593,0.7710941023373201,1015.831559801593,1015.8701740159324,1015.8701754634924,999.6942667320354,1015.7841070031282,126.13083798350324,1015.7841070031282,1017.6159035545425,1018.7211304299852,65384.88638615054,64882.53412400445,749.9335246876656,64882.53412400445,66904.64995069851,66904.76915974068
C:\projects\porto\runs\2026-06-01_Qwen\bench_runs_offload_paper1_qwen_fullrep_offload8_20260602_133633\qwen_offload8_conc4_run3.json,qwen_offload8_conc4_run3.json,bench_runs_offload_paper1_qwen_fullrep_offload8_20260602_133633,bench_runs_offload_paper1_qwen_fullrep_offload8_20260602_133633,offload_paper1_qwen_fullrep,qwen25_7b_offload8,Qwen/Qwen2.5-7B-Instruct,20260602-165453,8,4,3,,,20,1,256,64,0.0,inf,1.0,4,333.4857725990005,20,0,5120,1280,0.0599725734748179,3.838244702388352,19.19122351194176,2637.262383250345,2901.3322645005246,545.8373805668854,2901.3322645005246,3059.897990202808,3060.576840438516,1015.2046526730012,1015.7402334127314,1.1151616630313166,1015.7402334127314,1015.9931236111406,1015.9931307285146,999.3418935726538,1015.7735259999754,126.35367189176525,1015.7735259999754,1017.3419450969958,1018.6448480043326,66595.15550164942,66898.08380499744,568.4694411944981,66898.08380499744,66909.04506715378,66909.13946143191
