dataset_model,path,date,experiment_id,server_config_label,model_key,model_name,offload_gb,concurrency,input_len,output_len,num_warmups,run_no,completed,failed,duration_s,total_input_tokens,total_output_tokens,request_throughput,output_throughput,total_token_throughput,mean_ttft_ms,median_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_tpot_ms,median_tpot_ms,p95_tpot_ms,p99_tpot_ms,mean_itl_ms,median_itl_ms,p95_itl_ms,p99_itl_ms,mean_e2el_ms,median_e2el_ms,p95_e2el_ms,p99_e2el_ms,validation_status
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc1_in256_out64_run5.json,20260704-190600,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,1,256,64,1,5,20,0,478.5265036570054,5100,1280,0.041794968193309204,2.674877964371789,13.332594853665636,948.8998848508345,948.4193970056367,952.1325816029275,954.1709107202768,364.71776199839604,364.7145761189879,364.7371421174385,364.7412631028338,359.0188648367189,364.6909935050644,365.091515849781,365.74531183956424,23926.118890749785,23925.822348501242,23929.81794549778,23932.23989069913,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc2_in256_out128_run1.json,20260704-221018,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,2,256,128,1,1,20,0,1206.9505429120036,5100,2560,0.016570687272525766,2.121047970883298,6.346573225377368,1486.3143406488234,1490.3510479925899,2250.771775452449,2253.6289110932557,938.3621902224529,937.5155836063726,942.0358036145867,942.0415040993225,931.0311167863347,942.0343759993557,943.2497744935972,943.7785875114787,120658.31249890034,120656.09915900131,120750.21982520338,120914.98477304398,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc2_in256_out128_run2.json,20260704-223120,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,2,256,128,1,2,20,0,1206.8239931720018,5100,2560,0.016572424904672502,2.1212703877980803,6.347238738489568,1385.3303990988934,959.148763497069,2252.84411659959,2255.738752918842,939.0577805838623,941.9682782126627,942.0177806822313,942.0651009931092,931.7212887124981,942.0425795033225,943.3049429491803,943.9256123857922,120645.66853324941,120590.05891700508,120754.38990680341,120918.78010775676,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc2_in256_out128_run3.json,20260704-225223,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,2,256,128,1,3,20,0,1207.5220577419968,5100,2560,0.01656284443979347,2.120044088293564,6.3435694204408986,1889.3630822996784,1784.1148739971686,2252.6373442007753,2254.240248042188,935.6385586807064,937.3661518739957,937.8300238095394,941.1974188595024,928.3287558867244,942.0322104997467,943.2881032902515,943.8654622463218,120715.46003474941,120727.56058549567,120760.09242954678,120917.3007939053,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc2_in256_out128_run4.json,20260704-231325,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,2,256,128,1,4,20,0,1207.474439800004,5100,2560,0.016563497611852253,2.1201276943170884,6.343819585339412,1889.1314462496666,1784.8329709959216,2251.309033646976,2254.361005928513,935.6032894889848,937.3504348503936,937.7578463134441,941.0665916249338,928.2937745914012,942.0072570064804,943.2381535087188,943.8080845998775,120710.74921135078,120726.50417849945,120752.57550766037,120902.72225752342,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc2_in256_out128_run5.json,20260704-233427,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,2,256,128,1,5,20,0,1206.6017738079972,5100,2560,0.01657547704151025,2.121661061313312,6.348407706898425,1066.424164849741,957.103681495937,1887.9502242409217,1894.519212042942,941.5375045019736,941.9724263898102,942.1482147858101,942.1492544658091,934.1816349675867,942.0168900032877,943.2724956488528,943.8354387550498,120641.68723660041,120591.17112250533,120935.22938264723,120947.81698372579,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc2_in256_out32_run1.json,20260704-203443,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,2,256,32,1,1,20,0,301.5646926229965,5100,640,0.06632076131340468,2.12226436202895,19.034058496947143,955.7758065981034,955.7591584962211,961.2750231521204,961.3581390306354,941.9499792161889,941.950286096882,942.298802603346,942.3023151271063,912.5136775297051,942.0147989949328,943.1756885518553,943.8220486212231,30156.22516229996,30153.421629998775,30166.656795456947,30166.90532228182,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc2_in256_out32_run2.json,20260704-204007,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,2,256,32,1,2,20,0,303.08796284098935,5100,640,0.06598744408233957,2.1115982106348663,18.93839645163146,1788.148219397408,1674.5052975020371,2250.7990762009285,2255.850388838444,918.8359359274345,923.4455894515005,942.1099512678695,942.1158548987249,890.1218780922363,942.023337505816,943.4510205450351,944.0719806404377,30272.06223314788,30299.49604200374,30315.153030746296,30481.90087254814,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc2_in256_out32_run3.json,20260704-204529,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,2,256,32,1,3,20,0,302.78974264299904,5100,640,0.06605243567838023,2.1136779417081675,18.95704903969513,1587.2751512484683,1673.706157496781,2249.9939380075375,2254.5757196117484,924.354338359638,923.4315131290068,942.0907134821803,942.0988900769612,895.4678246187541,941.9556279972312,943.37113200163,944.1701787314378,30242.259640397242,30292.977913995855,30323.5587445095,30479.98473369531,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc2_in256_out32_run4.json,20260704-205051,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,2,256,32,1,4,20,0,301.5674879309954,5100,640,0.06632014656890466,2.122244690204949,19.033882065275634,953.9399931491062,954.3291285008308,958.5052551919944,958.643335038505,942.0181295371167,942.0187628549626,942.3120111206381,942.3158561080439,912.5796676797563,942.0683205025853,943.3513574520475,943.6896011960926,30156.502008799725,30155.265566994785,30166.06287354516,30166.333669910964,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc2_in256_out32_run5.json,20260704-205615,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,2,256,32,1,5,20,0,303.69132157698914,5100,640,0.06585634352718826,2.1074029928700244,18.900770592303033,1678.6962991500332,1672.5791660064715,2250.191891899158,2252.476100771746,924.3135976628356,923.4606604354227,942.05169204661,942.0791184611247,895.4283228155873,941.9250184946577,943.4156659903238,944.0657549773459,30332.41782669793,30299.397210495954,30515.49022918698,30520.6780986402,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc2_in256_out64_run1.json,20260704-210650,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,2,256,64,1,1,20,0,603.7154298189998,5100,1280,0.033128190886219704,2.120204216718061,10.567892892704085,1065.3300237012445,956.3384305001819,1883.4342514070158,1887.9980574808724,941.0745878270108,941.9844757619089,942.0535128914505,942.0600141846854,926.3700476976624,942.0430704994942,943.2826020027278,943.910714960366,60353.029056802916,60299.01623200567,60658.17606349956,60663.14145510507,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc2_in256_out64_run2.json,20260704-211726,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,2,256,64,1,2,20,0,604.7408127050003,5100,1280,0.03307201958230697,2.116609253267646,10.549974246755923,1750.4785082528542,1673.0936320018372,2250.0851109572977,2253.5689045921026,931.537878354755,932.8839690792919,942.2053860087226,942.2101217859179,916.982403734346,942.0173574981163,943.3256554984837,943.8449354865588,60437.364844602416,60444.19999600359,60653.53553579698,60661.136794359045,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc2_in256_out64_run3.json,20260704-212803,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,2,256,64,1,3,20,0,605.2988095369947,5100,1280,0.033041532024981855,2.1146580495988387,10.540248715969211,1780.1126838508935,1780.3250965007464,2250.0563936024264,2251.471340315329,931.9535446888789,932.8544812301444,942.0077757340522,942.1093431594439,917.3914995289124,942.0284094958333,943.3266674983315,943.898966069537,60493.18599925027,60445.12828200095,60665.79207744944,60665.88103468908,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc2_in256_out64_run4.json,20260704-213840,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,2,256,64,1,4,20,0,604.6029569820093,5100,1280,0.0330795603445835,2.117091862053344,10.552379749922137,1650.9615690003557,1673.0717804966844,2250.9868346031,2255.706671723019,932.898795734911,932.9192980317564,942.125052085739,942.1446285760358,918.3220349382964,942.0305870007724,943.3323000601376,943.8333020618302,60423.585700299736,60440.74010250188,60653.883531005704,60670.18876859511,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc2_in256_out64_run5.json,20260704-214916,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,2,256,64,1,5,20,0,604.7518738369981,5100,1280,0.03307141468302536,2.116570539713623,10.549781283885089,1752.7342473003955,1674.271140494966,2252.55207778755,2255.07767636489,931.5194977841448,932.8291343333568,942.0736320753002,942.1596365103462,916.9642432640671,942.0418650042848,943.4028084520833,943.8672341375786,60438.46260770151,60446.98793099815,60666.81284479564,60667.07320256159,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc4_in256_out128_run1.json,20260705-002836,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,4,256,128,1,1,20,0,605.3475066520041,5100,2560,0.03303887400249489,4.228975872319346,12.653888742955543,1349.582709150127,972.1127125012572,2266.7100018014025,2266.8783083675953,941.9321822582717,942.1757927440464,942.1984765869825,942.2475535032354,934.5732524171865,942.158648998884,943.4567698568571,944.1152900733867,120974.96985595062,120628.85695350269,121922.96474344694,121923.22020148698,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc4_in256_out128_run2.json,20260705-003935,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,4,256,128,1,2,20,0,604.17716182,5100,2560,0.03310287323630832,4.237167774247465,12.678400449506086,1160.3563921475143,971.017005496833,1958.1048857966387,2664.674344350786,941.4600379137697,942.1712153582737,942.24064770034,942.2406827620362,934.1048032671779,942.1450444933726,943.3899233525153,944.3005130419624,120725.78120719627,120616.66322949895,120994.86433544225,121270.78258548543,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc4_in256_out128_run3.json,20260705-005039,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,4,256,128,1,3,20,0,609.2806496760022,5100,2560,0.032825595250128854,4.201676192016493,12.57220298079935,2207.2017468504782,2259.583544000634,2822.8784482518677,2823.4432688483503,941.373790755111,942.2391432401171,942.3267081681298,942.3280934446208,934.0192238831889,942.2672634973424,943.6957155056007,944.5122296895715,121761.67317274958,121923.53546799859,121940.57632124968,121940.68781705151,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc4_in256_out128_run4.json,20260705-010144,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,4,256,128,1,4,20,0,609.6182614949939,5100,2560,0.03280741615409143,4.199349267723703,12.565240387017019,2083.5190857498674,2363.8333804992726,2848.0343435992836,2848.112374318007,942.1378746385847,942.129529314975,942.2827827570824,942.2836725136212,934.7773172718803,942.1917014988139,943.4440449585964,944.1074246134667,121735.02916485013,122007.95085250138,122499.88890000095,122499.91505919665,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc4_in256_out128_run5.json,20260705-011245,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,4,256,128,1,5,20,0,606.338005040001,5100,2560,0.032984902535806854,4.222067524583277,12.633217671214027,1760.2526835478784,1678.8898564991541,2840.257663102966,2840.43333101974,940.1391755397817,942.1477298425647,942.3721917709094,942.3738630408284,932.7942388211056,942.1830185019644,943.4808233498188,944.4688623082766,121157.92797710019,121332.21825199871,121360.22541930288,121360.66432386142,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc4_in256_out32_run1.json,20260704-233726,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,4,256,32,1,1,20,0,159.26575875500566,5100,640,0.12557627048237954,4.018440655436145,36.04038962844293,2458.6073714497616,2830.6847010026104,2847.8952170393313,2847.944070613885,942.1212217613262,942.0513021449873,942.5460648067876,942.5552235418722,912.6795649765654,942.0531744981417,943.4775864967378,948.2005690243386,31664.365246050875,32036.772101499082,32051.492967597733,32051.52935030899,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc4_in256_out32_run2.json,20260704-234026,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,4,256,32,1,2,20,0,159.29956272199342,5100,640,0.12554962272497647,4.017587927199247,36.032741722068245,2458.4565340992413,2828.4753839980112,2846.46755584763,2846.6523703765415,942.3517509290598,942.3158027256572,942.782411054847,942.7864712692474,912.9029003593814,942.2401210031239,943.8719599929755,947.6784005007357,31671.360812900093,32039.01875849988,32057.280044550866,32057.596319311273,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc4_in256_out32_run3.json,20260704-234325,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,4,256,32,1,3,20,0,159.28450860500743,5100,640,0.12556148852865445,4.0179676329169425,36.03614720772382,2459.8309060485917,2828.688826994039,2851.2138257035986,2851.3097027339973,942.2073496613583,942.2041249035242,942.6567623547594,942.666078974275,912.763003259397,942.1752445050515,943.4383875479398,947.8008306247648,31668.258745550702,32037.190777999058,32054.051661898848,32054.569813185375,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc4_in256_out32_run4.json,20260704-234622,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,4,256,32,1,4,20,0,156.993469256995,5100,640,0.1273938342445342,4.076602695825095,36.562030428181316,2208.4581166505814,2262.82052249735,2826.496106849663,2827.660561361845,938.5680810258267,942.2083282580359,942.321135808156,942.4560990843888,909.2374228749804,942.1584089941462,943.5709219535056,944.5617658048286,31304.068628451205,31468.230470498384,31474.25111741104,31474.460792291065,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc4_in256_out32_run5.json,20260704-234918,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,4,256,32,1,5,20,0,155.7021558790002,5100,640,0.12845037300281487,4.110411936090076,36.865257051807866,1921.907253748941,2262.538613504148,2822.498772796098,2824.1737033547543,939.4840416661839,942.1171892097318,942.3314634579818,942.5040095430309,910.1247902875002,942.2121509996941,943.8103451007919,944.446719813568,31045.912545400643,31467.227017506957,31474.506675800512,31475.554408752214,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc4_in256_out64_run1.json,20260704-235457,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,4,256,64,1,1,20,0,307.70217381800467,5100,1280,0.06499791584777466,4.159866614257578,20.734335155440117,2209.0236602991354,2265.5509605028783,2826.5250133939844,2826.8224834745342,940.2689073436674,942.0299691825807,942.1610991355486,942.1612845636471,925.5770395898935,941.9717980053974,943.541469496995,943.8637359229324,61445.96482295019,61612.560774003214,61622.99452023799,61623.273033637524,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc4_in256_out64_run2.json,20260705-000034,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,4,256,64,1,2,20,0,304.8819982950081,5100,1280,0.06559915020186834,4.1983456129195735,20.926128914396,1759.7021142493759,1678.5972334982944,2839.153685692145,2839.2407315371383,938.2064521206694,942.257085325504,942.4535691902704,942.4537291523048,923.5468150406405,942.2934574977262,943.6833637439122,946.8491898009961,60866.70859785154,61036.7803265035,61051.78178535789,61053.362013068545,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc4_in256_out64_run3.json,20260705-000613,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,4,256,64,1,3,20,0,307.71118313200714,5100,1280,0.0649960128079585,4.159744819709344,20.73372808573876,2208.62521670133,2264.6589529977064,2824.69409919795,2828.5147894411057,940.3046941365269,942.0659967698389,942.159156822313,942.1622160755722,925.6122491679662,942.1801639982732,943.4571310906904,944.2803432281653,61447.820947302534,61616.620908993355,61620.61004975258,61620.97989234637,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc4_in256_out64_run4.json,20260705-001155,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,4,256,64,1,4,20,0,310.0347240159899,5100,1280,0.06450890319939939,4.128569804761561,20.578340120608406,2457.976988851442,2829.338593503053,2846.16530795538,2846.4188735898642,942.2282932285547,942.2066238808579,942.4511269476502,942.452917821266,927.5057813507487,942.2133389962255,943.4856079489691,944.206427889585,61818.35946225037,62187.13498199941,62205.14930854915,62205.47602571387,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc4_in256_out64_run5.json,20260705-001735,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,4,256,64,1,5,20,0,308.18965792701056,5100,1280,0.06489510431507295,4.153286676164669,20.701538276508273,2084.0777390993026,2365.9643230057554,2849.379028738622,2849.5019929525733,942.3041543777338,942.331935491922,942.4556467278135,942.4585865645823,927.5804614429717,942.2412970016012,943.753551653208,945.0677665047988,61449.23946489653,61727.95909699198,62204.428303200984,62204.529021441704,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc8_in256_out128_run1.json,20260705-014728,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,8,256,128,1,1,20,0,367.2522050899861,5100,2560,0.05445848853405657,6.970686532359241,20.857601108543665,2251.9111849011097,2261.2403795064893,2833.153755058447,2836.9204526192334,946.2260450428882,947.9418639330822,948.2413655629347,948.2413908763739,938.8335683730304,947.9358725002385,949.5409140072297,950.0620450613496,122422.61890534792,122665.87829599302,122668.45838400404,122668.72987119874,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc8_in256_out128_run2.json,20260705-015431,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,8,256,128,1,2,20,0,368.1445054520009,5100,2560,0.054326493275906364,6.953791139316015,20.807046924672136,2614.6550738005317,2844.5599874976324,2866.0183278479963,2866.762289572216,947.1306196830668,948.3462209370093,948.492295032315,948.4929187229973,939.7310654370983,948.1768424957409,949.4682090480637,950.0876860112475,122900.24377355003,123287.37969350186,123306.08496054847,123306.67016890846,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc8_in256_out128_run3.json,20260705-020134,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,8,256,128,1,3,20,0,367.30638001300395,5100,2560,0.05445045631739892,6.969658408627062,20.85452476956379,2253.214972448768,2263.26313699974,2838.4262549523555,2839.9937845942623,946.379787729134,948.2136868031747,948.3463657877933,948.3464756646165,938.9861260648445,948.0804025006364,949.5362740046403,950.2792375037097,122443.44801404877,122664.8895479957,122718.815780156,122719.15223443037,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc8_in256_out128_run4.json,20260705-020836,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,8,256,128,1,4,20,0,367.27456228999654,5100,2560,0.05445517346831167,6.970262203943894,20.85633143836337,2252.57645760139,2263.5992229988915,2835.0591958049336,2837.82145835954,946.3013568783477,948.1719877716616,948.2340877129985,948.2341392434432,938.9082990804695,947.9624954983592,949.4656754453899,949.9371734051965,122432.84878115155,122657.359705001,122705.71733279867,122706.17138415531,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc8_in256_out128_run5.json,20260705-021538,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,8,256,128,1,5,20,0,367.28885684999113,5100,2560,0.05445305412074737,6.9699909274556635,20.855519728246243,2253.6353360002977,2266.470588001539,2836.4533824598766,2837.4066116890754,946.3204270078757,948.1900598228552,948.2319005476733,948.2320010291842,938.9272228679602,948.0519165081205,949.4651939581672,949.9773529067169,122436.3295660005,122663.54619399499,122702.69700464996,122703.06135852443,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc8_in256_out32_run1.json,20260705-011440,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,8,256,32,1,1,20,0,94.78552644999581,5100,640,0.21100267887999774,6.752085724159928,60.557768838559355,2252.732593299879,2263.174057996366,2835.422849749739,2838.3919227521983,944.2597034451836,948.2120249355626,948.292357646865,948.2927263937298,914.7511945203632,947.9639290002524,949.4481849549629,950.2734271051304,31524.78340010057,31637.091557007807,31674.511872800213,31674.95418976483,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc8_in256_out32_run2.json,20260705-011635,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,8,256,32,1,2,20,0,94.77648814000713,5100,640,0.21102280103959226,6.752729633266952,60.56354389836298,2252.2963132010773,2267.650734000199,2836.7138689616695,2836.8744561937638,944.165007043569,948.0318506776389,948.3100268547142,948.3103830740702,914.6595589390472,947.8203835024033,949.4584580046649,950.4239357927872,31521.411531551712,31636.65366799978,31667.23328015287,31667.57569283058,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc8_in256_out32_run3.json,20260705-011829,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,8,256,32,1,3,20,0,94.76152864700998,5100,640,0.2110561140745281,6.753795650384899,60.573104739389564,2253.033795200463,2263.279714497912,2830.8020919597766,2837.742897596472,943.9897088435828,947.8535466773939,948.0789284209623,948.0791932200043,914.4897699655985,947.7432245039381,949.2140969989123,949.5697976966039,31516.71476935153,31631.463270503446,31664.038702139078,31664.402926828043,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc8_in256_out32_run4.json,20260705-012024,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,8,256,32,1,4,20,0,94.78999318899878,5100,640,0.21099273591171835,6.751767549174987,60.55491520666317,2252.6064818986924,2263.615078991279,2834.8366222948243,2836.695830058743,944.3438914806806,948.3093405161203,948.4712838871225,948.471378764408,914.8328743515549,948.1812084995909,949.7836594484397,950.3945052894414,31527.267117799784,31635.755811003037,31684.115058048337,31684.16529480688,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc8_in256_out32_run5.json,20260705-012219,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,8,256,32,1,5,20,0,94.7746754099935,5100,640,0.21102683721659155,6.7528587909309294,60.56470228116177,2250.1013165485347,2266.3773394961026,2839.6262921472953,2839.964144834521,944.2577835306431,948.3407262417925,948.3476283545081,948.34780879345,914.7494444546965,947.9793700011214,949.6961740012921,950.4796737778815,31522.092605998478,31637.07659949432,31671.616709490627,31671.888508296543,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc8_in256_out64_run1.json,20260705-012556,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,8,256,64,1,1,20,0,185.6099880499969,5100,1280,0.10775282197967004,6.896180606698882,34.37315021151474,2251.892279851745,2262.501647004683,2835.671328355238,2839.65227446708,945.5939860626665,948.0815194998747,948.2179920793333,948.2181621744622,930.8189360827896,947.8675129939802,949.5832454485935,950.2561750971654,61824.313401799736,61977.54863549926,62007.03206060207,62007.360496118636,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc8_in256_out64_run2.json,20260705-012934,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,8,256,64,1,2,20,0,185.63185867200082,5100,1280,0.10774012684610713,6.895368118150857,34.369100463908175,2253.4791339508956,2265.6068705036887,2836.412876057875,2836.4981336110213,945.6844111483882,948.1532792697036,948.3278665714944,948.3279787617715,930.9079636585693,947.9402495053364,949.6740104514174,950.2387868001824,61831.597036299354,61987.17434699938,62012.082219740114,62012.22453355542,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc8_in256_out64_run3.json,20260705-013311,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,8,256,64,1,3,20,0,185.59070070700545,5100,1280,0.10776402009265686,6.896897285930039,34.37672240955754,2250.9100383489567,2263.9353295016917,2834.675840847922,2836.6120905709977,945.500171407161,948.0332069444038,948.0676814604233,948.0680192379643,930.7265717195492,947.8332444923581,949.185431990918,949.5847549033351,61817.4208370001,61963.1109644979,62006.423309048114,62006.44735621958,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc8_in256_out64_run4.json,20260705-013648,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,8,256,64,1,4,20,0,185.59869757799606,5100,1280,0.10775937687598908,6.896600120063301,34.37524122344052,2250.3774796510697,2262.240334501257,2836.0687848500675,2836.52618097316,945.5942245452393,948.1976153808305,948.2194184530402,948.2195066493897,930.8191855968516,947.9865745015559,949.6705830468272,950.0521246048447,61822.81362600115,61975.334358496184,62012.81589744176,62013.337477093155,OK
llama,/home/rock/projects/DOS/new/runs/profile_grid_v2/llama/offload8/llama_offload8_conc8_in256_out64_run5.json,20260705-014026,profile_grid_v2,llama_offload8,llama,meta-llama/Llama-3.1-8B-Instruct,8,8,256,64,1,5,20,0,185.6253138339962,5100,1280,0.10774392558272468,6.895611237294379,34.37031226088917,2253.425157950551,2265.061240999785,2836.255666492798,2837.559758100251,945.6904292769434,948.2433240317198,948.3648132546348,948.3648965047743,930.913887348413,948.2066259952262,949.5534845016664,950.3595096165373,61831.92220239798,61986.02007950103,62021.04909454938,62021.06322371168,OK
