dataset,defense,defense_param,attacker_type,classifier,featureset,balanced_accuracy_mean,balanced_accuracy_std,auroc_mean,auroc_std,accuracy_mean,n_splits,n_jitter_reps,n_low_test_mean,n_high_test_mean,overhead_median_ms_all,overhead_median_ms_low,overhead_median_ms_high,relative_overhead_low,relative_overhead_high,effective_pad_mean,effective_pad_std
llama,itl_floor_pad,25.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,1.34567,4.79884,0.00000,0.23755,0.00000,,
llama,itl_floor_pad,25.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,1.34567,4.79884,0.00000,0.23755,0.00000,,
llama,itl_floor_pad,25.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,1.34567,4.79884,0.00000,0.23755,0.00000,,
llama,itl_floor_pad,25.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,1.34567,4.79884,0.00000,0.23755,0.00000,,
llama,itl_floor_pad,50.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,13.84567,29.79884,0.00000,1.47511,0.00000,,
llama,itl_floor_pad,50.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,13.84567,29.79884,0.00000,1.47511,0.00000,,
llama,itl_floor_pad,50.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,13.84567,29.79884,0.00000,1.47511,0.00000,,
llama,itl_floor_pad,50.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,13.84567,29.79884,0.00000,1.47511,0.00000,,
llama,itl_floor_pad,100.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,38.84567,79.79884,0.00000,3.95021,0.00000,,
llama,itl_floor_pad,100.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,38.84567,79.79884,0.00000,3.95021,0.00000,,
llama,itl_floor_pad,100.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,38.84567,79.79884,0.00000,3.95021,0.00000,,
llama,itl_floor_pad,100.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,38.84567,79.79884,0.00000,3.95021,0.00000,,
llama,itl_floor_pad,200.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,88.84567,179.79884,0.00000,8.90042,0.00000,,
llama,itl_floor_pad,200.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,88.84567,179.79884,0.00000,8.90042,0.00000,,
llama,itl_floor_pad,200.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,88.84567,179.79884,0.00000,8.90042,0.00000,,
llama,itl_floor_pad,200.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,88.84567,179.79884,0.00000,8.90042,0.00000,,
llama,itl_floor_pad,400.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,188.84567,379.79884,0.00000,18.80085,0.00000,,
llama,itl_floor_pad,400.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,188.84567,379.79884,0.00000,18.80085,0.00000,,
llama,itl_floor_pad,400.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,188.84567,379.79884,0.00000,18.80085,0.00000,,
llama,itl_floor_pad,400.00000,frozen,RandomForest,core,0.50000,0.00000,1.00000,0.00000,0.50000,5,1,120.00000,120.00000,188.84567,379.79884,0.00000,18.80085,0.00000,,
llama,itl_floor_pad,800.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,524.80692,779.79884,0.00000,38.60169,0.00000,,
llama,itl_floor_pad,800.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,524.80692,779.79884,0.00000,38.60169,0.00000,,
llama,itl_floor_pad,800.00000,frozen,LogReg,core,0.50000,0.00000,1.00000,0.00000,0.50000,5,1,120.00000,120.00000,524.80692,779.79884,0.00000,38.60169,0.00000,,
llama,itl_floor_pad,800.00000,frozen,RandomForest,core,0.50000,0.00000,1.00000,0.00000,0.50000,5,1,120.00000,120.00000,524.80692,779.79884,0.00000,38.60169,0.00000,,
llama,itl_floor_pad,1200.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,924.80692,1179.79884,0.00000,58.40254,0.00000,,
llama,itl_floor_pad,1200.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,924.80692,1179.79884,0.00000,58.40254,0.00000,,
llama,itl_floor_pad,1200.00000,frozen,LogReg,core,0.50000,0.00000,1.00000,0.00000,0.50000,5,1,120.00000,120.00000,924.80692,1179.79884,0.00000,58.40254,0.00000,,
llama,itl_floor_pad,1200.00000,frozen,RandomForest,core,0.50000,0.00000,1.00000,0.00000,0.50000,5,1,120.00000,120.00000,924.80692,1179.79884,0.00000,58.40254,0.00000,,
llama,itl_floor_pad,1600.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,1324.80692,1579.79884,223.34427,78.20338,0.16224,,
llama,itl_floor_pad,1600.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,1,120.00000,120.00000,1324.80692,1579.79884,223.34427,78.20338,0.16224,,
llama,itl_floor_pad,1600.00000,frozen,LogReg,core,0.50000,0.00000,1.00000,0.00000,0.50000,5,1,120.00000,120.00000,1324.80692,1579.79884,223.34427,78.20338,0.16224,,
llama,itl_floor_pad,1600.00000,frozen,RandomForest,core,0.50000,0.00000,1.00000,0.00000,0.50000,5,1,120.00000,120.00000,1324.80692,1579.79884,223.34427,78.20338,0.16224,,
llama,itl_jitter_nonneg,5.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,2.47482,2.49182,2.47083,0.11937,0.00202,,
llama,itl_jitter_nonneg,5.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,2.47482,2.49182,2.47083,0.11937,0.00202,,
llama,itl_jitter_nonneg,5.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,2.47482,2.49182,2.47083,0.11937,0.00202,,
llama,itl_jitter_nonneg,5.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,2.47482,2.49182,2.47083,0.11937,0.00202,,
llama,itl_jitter_nonneg,10.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,5.14412,5.20911,5.11014,0.25094,0.00411,,
llama,itl_jitter_nonneg,10.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,5.14412,5.20911,5.11014,0.25094,0.00411,,
llama,itl_jitter_nonneg,10.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,5.14412,5.20911,5.11014,0.25094,0.00411,,
llama,itl_jitter_nonneg,10.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,5.14412,5.20911,5.11014,0.25094,0.00411,,
llama,itl_jitter_nonneg,25.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,12.99165,12.70635,13.36362,0.62126,0.01063,,
llama,itl_jitter_nonneg,25.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,12.99165,12.70635,13.36362,0.62126,0.01063,,
llama,itl_jitter_nonneg,25.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,12.99165,12.70635,13.36362,0.62126,0.01063,,
llama,itl_jitter_nonneg,25.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,12.99165,12.70635,13.36362,0.62126,0.01063,,
llama,itl_jitter_nonneg,50.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,25.22776,25.20114,25.03495,1.22894,0.02027,,
llama,itl_jitter_nonneg,50.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,25.22776,25.20114,25.03495,1.22894,0.02027,,
llama,itl_jitter_nonneg,50.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,25.22776,25.20114,25.03495,1.22894,0.02027,,
llama,itl_jitter_nonneg,50.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,25.22776,25.20114,25.03495,1.22894,0.02027,,
llama,itl_jitter_nonneg,100.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,49.81160,49.04343,50.86459,2.38764,0.04147,,
llama,itl_jitter_nonneg,100.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,49.81160,49.04343,50.86459,2.38764,0.04147,,
llama,itl_jitter_nonneg,100.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,49.81160,49.04343,50.86459,2.38764,0.04147,,
llama,itl_jitter_nonneg,100.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,49.81160,49.04343,50.86459,2.38764,0.04147,,
llama,itl_jitter_nonneg,200.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,99.07202,100.17233,97.28907,4.79793,0.07945,,
llama,itl_jitter_nonneg,200.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,99.07202,100.17233,97.28907,4.79793,0.07945,,
llama,itl_jitter_nonneg,200.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,99.07202,100.17233,97.28907,4.79793,0.07945,,
llama,itl_jitter_nonneg,200.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,99.07202,100.17233,97.28907,4.79793,0.07945,,
llama,itl_jitter_nonneg,400.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,202.33044,209.37132,192.62829,10.19811,0.15605,,
llama,itl_jitter_nonneg,400.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,202.33044,209.37132,192.62829,10.19811,0.15605,,
llama,itl_jitter_nonneg,400.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,202.33044,209.37132,192.62829,10.19811,0.15605,,
llama,itl_jitter_nonneg,400.00000,frozen,RandomForest,core,0.81625,0.02191,1.00000,0.00000,0.81625,5,2,120.00000,120.00000,202.33044,209.37132,192.62829,10.19811,0.15605,,
llama,itl_jitter_nonneg,800.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,398.90206,404.35488,395.21886,19.86674,0.32371,,
llama,itl_jitter_nonneg,800.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,398.90206,404.35488,395.21886,19.86674,0.32371,,
llama,itl_jitter_nonneg,800.00000,frozen,LogReg,core,0.76667,0.02013,0.99887,0.00119,0.76667,5,2,120.00000,120.00000,398.90206,404.35488,395.21886,19.86674,0.32371,,
llama,itl_jitter_nonneg,800.00000,frozen,RandomForest,core,0.64958,0.01889,1.00000,0.00000,0.64958,5,2,120.00000,120.00000,398.90206,404.35488,395.21886,19.86674,0.32371,,
llama,itl_jitter_sym,5.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-0.11097,-0.03103,-0.20913,-0.00149,-0.00016,,
llama,itl_jitter_sym,5.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-0.11097,-0.03103,-0.20913,-0.00149,-0.00016,,
llama,itl_jitter_sym,5.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-0.11097,-0.03103,-0.20913,-0.00149,-0.00016,,
llama,itl_jitter_sym,5.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-0.11097,-0.03103,-0.20913,-0.00149,-0.00016,,
llama,itl_jitter_sym,10.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,0.02508,-0.28439,0.30023,-0.01414,0.00024,,
llama,itl_jitter_sym,10.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,0.02508,-0.28439,0.30023,-0.01414,0.00024,,
llama,itl_jitter_sym,10.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,0.02508,-0.28439,0.30023,-0.01414,0.00024,,
llama,itl_jitter_sym,10.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,0.02508,-0.28439,0.30023,-0.01414,0.00024,,
llama,itl_jitter_sym,25.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,0.16284,-0.04517,0.28166,-0.00203,0.00020,,
llama,itl_jitter_sym,25.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,0.16284,-0.04517,0.28166,-0.00203,0.00020,,
llama,itl_jitter_sym,25.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,0.16284,-0.04517,0.28166,-0.00203,0.00020,,
llama,itl_jitter_sym,25.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,0.16284,-0.04517,0.28166,-0.00203,0.00020,,
llama,itl_jitter_sym,50.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-2.20629,-1.31241,-3.64552,-0.06276,-0.00266,,
llama,itl_jitter_sym,50.00000,adaptive,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-2.20629,-1.31241,-3.64552,-0.06276,-0.00266,,
llama,itl_jitter_sym,50.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-2.20629,-1.31241,-3.64552,-0.06276,-0.00266,,
llama,itl_jitter_sym,50.00000,frozen,RandomForest,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,-2.20629,-1.31241,-3.64552,-0.06276,-0.00266,,
llama,itl_jitter_sym,100.00000,adaptive,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,3.01438,2.70340,4.00190,0.12744,0.00311,,
llama,itl_jitter_sym,100.00000,adaptive,RandomForest,core,0.99833,0.00291,1.00000,0.00000,0.99833,5,2,120.00000,120.00000,3.01438,2.70340,4.00190,0.12744,0.00311,,
llama,itl_jitter_sym,100.00000,frozen,LogReg,core,1.00000,0.00000,1.00000,0.00000,1.00000,5,2,120.00000,120.00000,3.01438,2.70340,4.00190,0.12744,0.00311,,
