dataset,defense,defense_param,jitter_rep,attacker_type,classifier,featureset,split_id,balanced_accuracy,auroc,accuracy,n_train,n_test,n_low_test,n_high_test,overhead_median_ms_all,overhead_median_ms_low,overhead_median_ms_high,relative_overhead_low,relative_overhead_high,effective_pad
llama,ttft_jitter_sym,50.00000,0,adaptive,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,4.90567,3.49934,6.52606,0.05750,0.00270,
llama,ttft_jitter_sym,50.00000,0,frozen,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,4.90567,3.49934,6.52606,0.05750,0.00270,
llama,ttft_jitter_sym,50.00000,0,adaptive,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,4.90567,3.49934,6.52606,0.05750,0.00270,
llama,ttft_jitter_sym,50.00000,0,frozen,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,4.90567,3.49934,6.52606,0.05750,0.00270,
llama,ttft_jitter_sym,50.00000,0,adaptive,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,4.90567,3.49934,6.52606,0.05750,0.00270,
llama,ttft_jitter_sym,50.00000,0,frozen,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,4.90567,3.49934,6.52606,0.05750,0.00270,
llama,ttft_jitter_sym,50.00000,0,adaptive,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,4.90567,3.49934,6.52606,0.05750,0.00270,
llama,ttft_jitter_sym,50.00000,0,frozen,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,4.90567,3.49934,6.52606,0.05750,0.00270,
llama,ttft_jitter_sym,50.00000,0,adaptive,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,4.90567,3.49934,6.52606,0.05750,0.00270,
llama,ttft_jitter_sym,50.00000,0,frozen,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,4.90567,3.49934,6.52606,0.05750,0.00270,
llama,ttft_jitter_sym,50.00000,0,adaptive,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,4.90567,3.49934,6.52606,0.05750,0.00270,
llama,ttft_jitter_sym,50.00000,0,frozen,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,4.90567,3.49934,6.52606,0.05750,0.00270,
llama,ttft_jitter_sym,50.00000,0,adaptive,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,4.90567,3.49934,6.52606,0.05750,0.00270,
llama,ttft_jitter_sym,50.00000,0,frozen,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,4.90567,3.49934,6.52606,0.05750,0.00270,
llama,ttft_jitter_sym,50.00000,0,adaptive,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,4.90567,3.49934,6.52606,0.05750,0.00270,
llama,ttft_jitter_sym,50.00000,0,frozen,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,4.90567,3.49934,6.52606,0.05750,0.00270,
llama,ttft_jitter_sym,50.00000,0,adaptive,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,4.90567,3.49934,6.52606,0.05750,0.00270,
llama,ttft_jitter_sym,50.00000,0,frozen,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,4.90567,3.49934,6.52606,0.05750,0.00270,
llama,ttft_jitter_sym,50.00000,1,adaptive,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,-1.19529,-0.42706,-1.71094,-0.00573,-0.00060,
llama,ttft_jitter_sym,50.00000,1,frozen,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,-1.19529,-0.42706,-1.71094,-0.00573,-0.00060,
llama,ttft_jitter_sym,50.00000,1,adaptive,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,-1.19529,-0.42706,-1.71094,-0.00573,-0.00060,
llama,ttft_jitter_sym,50.00000,1,frozen,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,-1.19529,-0.42706,-1.71094,-0.00573,-0.00060,
llama,ttft_jitter_sym,50.00000,1,adaptive,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,-1.19529,-0.42706,-1.71094,-0.00573,-0.00060,
llama,ttft_jitter_sym,50.00000,1,frozen,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,-1.19529,-0.42706,-1.71094,-0.00573,-0.00060,
llama,ttft_jitter_sym,50.00000,1,adaptive,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,-1.19529,-0.42706,-1.71094,-0.00573,-0.00060,
llama,ttft_jitter_sym,50.00000,1,frozen,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,-1.19529,-0.42706,-1.71094,-0.00573,-0.00060,
llama,ttft_jitter_sym,50.00000,1,adaptive,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,-1.19529,-0.42706,-1.71094,-0.00573,-0.00060,
llama,ttft_jitter_sym,50.00000,1,frozen,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,-1.19529,-0.42706,-1.71094,-0.00573,-0.00060,
llama,ttft_jitter_sym,50.00000,1,adaptive,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,-1.19529,-0.42706,-1.71094,-0.00573,-0.00060,
llama,ttft_jitter_sym,50.00000,1,frozen,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,-1.19529,-0.42706,-1.71094,-0.00573,-0.00060,
llama,ttft_jitter_sym,50.00000,1,adaptive,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,-1.19529,-0.42706,-1.71094,-0.00573,-0.00060,
llama,ttft_jitter_sym,50.00000,1,frozen,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,-1.19529,-0.42706,-1.71094,-0.00573,-0.00060,
llama,ttft_jitter_sym,50.00000,1,adaptive,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,-1.19529,-0.42706,-1.71094,-0.00573,-0.00060,
llama,ttft_jitter_sym,50.00000,1,frozen,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,-1.19529,-0.42706,-1.71094,-0.00573,-0.00060,
llama,ttft_jitter_sym,50.00000,1,adaptive,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,-1.19529,-0.42706,-1.71094,-0.00573,-0.00060,
llama,ttft_jitter_sym,50.00000,1,frozen,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,-1.19529,-0.42706,-1.71094,-0.00573,-0.00060,
llama,ttft_jitter_sym,50.00000,1,adaptive,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,-1.19529,-0.42706,-1.71094,-0.00573,-0.00060,
llama,ttft_jitter_sym,50.00000,1,frozen,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,-1.19529,-0.42706,-1.71094,-0.00573,-0.00060,
llama,ttft_jitter_sym,100.00000,0,adaptive,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,-0.72417,0.63879,-1.75943,0.01079,-0.00068,
llama,ttft_jitter_sym,100.00000,0,frozen,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,-0.72417,0.63879,-1.75943,0.01079,-0.00068,
llama,ttft_jitter_sym,100.00000,0,adaptive,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,-0.72417,0.63879,-1.75943,0.01079,-0.00068,
llama,ttft_jitter_sym,100.00000,0,frozen,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,-0.72417,0.63879,-1.75943,0.01079,-0.00068,
llama,ttft_jitter_sym,100.00000,0,adaptive,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,-0.72417,0.63879,-1.75943,0.01079,-0.00068,
llama,ttft_jitter_sym,100.00000,0,frozen,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,-0.72417,0.63879,-1.75943,0.01079,-0.00068,
llama,ttft_jitter_sym,100.00000,0,adaptive,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,-0.72417,0.63879,-1.75943,0.01079,-0.00068,
llama,ttft_jitter_sym,100.00000,0,frozen,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,-0.72417,0.63879,-1.75943,0.01079,-0.00068,
llama,ttft_jitter_sym,100.00000,0,adaptive,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,-0.72417,0.63879,-1.75943,0.01079,-0.00068,
llama,ttft_jitter_sym,100.00000,0,frozen,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,-0.72417,0.63879,-1.75943,0.01079,-0.00068,
llama,ttft_jitter_sym,100.00000,0,adaptive,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,-0.72417,0.63879,-1.75943,0.01079,-0.00068,
llama,ttft_jitter_sym,100.00000,0,frozen,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,-0.72417,0.63879,-1.75943,0.01079,-0.00068,
llama,ttft_jitter_sym,100.00000,0,adaptive,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,-0.72417,0.63879,-1.75943,0.01079,-0.00068,
llama,ttft_jitter_sym,100.00000,0,frozen,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,-0.72417,0.63879,-1.75943,0.01079,-0.00068,
llama,ttft_jitter_sym,100.00000,0,adaptive,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,-0.72417,0.63879,-1.75943,0.01079,-0.00068,
llama,ttft_jitter_sym,100.00000,0,frozen,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,-0.72417,0.63879,-1.75943,0.01079,-0.00068,
llama,ttft_jitter_sym,100.00000,0,adaptive,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,-0.72417,0.63879,-1.75943,0.01079,-0.00068,
llama,ttft_jitter_sym,100.00000,0,frozen,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,-0.72417,0.63879,-1.75943,0.01079,-0.00068,
llama,ttft_jitter_sym,100.00000,0,adaptive,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,-0.72417,0.63879,-1.75943,0.01079,-0.00068,
llama,ttft_jitter_sym,100.00000,0,frozen,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,-0.72417,0.63879,-1.75943,0.01079,-0.00068,
llama,ttft_jitter_sym,100.00000,1,adaptive,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,3.41964,0.19973,8.75379,0.00260,0.00334,
llama,ttft_jitter_sym,100.00000,1,frozen,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,3.41964,0.19973,8.75379,0.00260,0.00334,
llama,ttft_jitter_sym,100.00000,1,adaptive,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,3.41964,0.19973,8.75379,0.00260,0.00334,
llama,ttft_jitter_sym,100.00000,1,frozen,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,3.41964,0.19973,8.75379,0.00260,0.00334,
llama,ttft_jitter_sym,100.00000,1,adaptive,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,3.41964,0.19973,8.75379,0.00260,0.00334,
llama,ttft_jitter_sym,100.00000,1,frozen,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,3.41964,0.19973,8.75379,0.00260,0.00334,
llama,ttft_jitter_sym,100.00000,1,adaptive,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,3.41964,0.19973,8.75379,0.00260,0.00334,
llama,ttft_jitter_sym,100.00000,1,frozen,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,3.41964,0.19973,8.75379,0.00260,0.00334,
llama,ttft_jitter_sym,100.00000,1,adaptive,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,3.41964,0.19973,8.75379,0.00260,0.00334,
llama,ttft_jitter_sym,100.00000,1,frozen,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,3.41964,0.19973,8.75379,0.00260,0.00334,
llama,ttft_jitter_sym,100.00000,1,adaptive,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,3.41964,0.19973,8.75379,0.00260,0.00334,
llama,ttft_jitter_sym,100.00000,1,frozen,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,3.41964,0.19973,8.75379,0.00260,0.00334,
llama,ttft_jitter_sym,100.00000,1,adaptive,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,3.41964,0.19973,8.75379,0.00260,0.00334,
llama,ttft_jitter_sym,100.00000,1,frozen,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,3.41964,0.19973,8.75379,0.00260,0.00334,
llama,ttft_jitter_sym,100.00000,1,adaptive,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,3.41964,0.19973,8.75379,0.00260,0.00334,
llama,ttft_jitter_sym,100.00000,1,frozen,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,3.41964,0.19973,8.75379,0.00260,0.00334,
llama,ttft_jitter_sym,100.00000,1,adaptive,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,3.41964,0.19973,8.75379,0.00260,0.00334,
llama,ttft_jitter_sym,100.00000,1,frozen,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,3.41964,0.19973,8.75379,0.00260,0.00334,
llama,ttft_jitter_sym,100.00000,1,adaptive,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,3.41964,0.19973,8.75379,0.00260,0.00334,
llama,ttft_jitter_sym,100.00000,1,frozen,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,3.41964,0.19973,8.75379,0.00260,0.00334,
llama,ttft_jitter_sym,200.00000,0,adaptive,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,15.98658,3.41594,21.97855,0.05886,0.00751,
llama,ttft_jitter_sym,200.00000,0,frozen,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,15.98658,3.41594,21.97855,0.05886,0.00751,
llama,ttft_jitter_sym,200.00000,0,adaptive,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,15.98658,3.41594,21.97855,0.05886,0.00751,
llama,ttft_jitter_sym,200.00000,0,frozen,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,15.98658,3.41594,21.97855,0.05886,0.00751,
llama,ttft_jitter_sym,200.00000,0,adaptive,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,15.98658,3.41594,21.97855,0.05886,0.00751,
llama,ttft_jitter_sym,200.00000,0,frozen,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,15.98658,3.41594,21.97855,0.05886,0.00751,
llama,ttft_jitter_sym,200.00000,0,adaptive,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,15.98658,3.41594,21.97855,0.05886,0.00751,
llama,ttft_jitter_sym,200.00000,0,frozen,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,15.98658,3.41594,21.97855,0.05886,0.00751,
llama,ttft_jitter_sym,200.00000,0,adaptive,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,15.98658,3.41594,21.97855,0.05886,0.00751,
llama,ttft_jitter_sym,200.00000,0,frozen,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,15.98658,3.41594,21.97855,0.05886,0.00751,
llama,ttft_jitter_sym,200.00000,0,adaptive,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,15.98658,3.41594,21.97855,0.05886,0.00751,
llama,ttft_jitter_sym,200.00000,0,frozen,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,15.98658,3.41594,21.97855,0.05886,0.00751,
llama,ttft_jitter_sym,200.00000,0,adaptive,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,15.98658,3.41594,21.97855,0.05886,0.00751,
llama,ttft_jitter_sym,200.00000,0,frozen,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,15.98658,3.41594,21.97855,0.05886,0.00751,
llama,ttft_jitter_sym,200.00000,0,adaptive,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,15.98658,3.41594,21.97855,0.05886,0.00751,
llama,ttft_jitter_sym,200.00000,0,frozen,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,15.98658,3.41594,21.97855,0.05886,0.00751,
llama,ttft_jitter_sym,200.00000,0,adaptive,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,15.98658,3.41594,21.97855,0.05886,0.00751,
llama,ttft_jitter_sym,200.00000,0,frozen,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,15.98658,3.41594,21.97855,0.05886,0.00751,
llama,ttft_jitter_sym,200.00000,0,adaptive,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,15.98658,3.41594,21.97855,0.05886,0.00751,
llama,ttft_jitter_sym,200.00000,0,frozen,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,15.98658,3.41594,21.97855,0.05886,0.00751,
llama,ttft_jitter_sym,200.00000,1,adaptive,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,6.24883,0.03371,11.10554,-0.00387,0.00383,
llama,ttft_jitter_sym,200.00000,1,frozen,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,6.24883,0.03371,11.10554,-0.00387,0.00383,
llama,ttft_jitter_sym,200.00000,1,adaptive,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,6.24883,0.03371,11.10554,-0.00387,0.00383,
llama,ttft_jitter_sym,200.00000,1,frozen,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,6.24883,0.03371,11.10554,-0.00387,0.00383,
llama,ttft_jitter_sym,200.00000,1,adaptive,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,6.24883,0.03371,11.10554,-0.00387,0.00383,
llama,ttft_jitter_sym,200.00000,1,frozen,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,6.24883,0.03371,11.10554,-0.00387,0.00383,
llama,ttft_jitter_sym,200.00000,1,adaptive,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,6.24883,0.03371,11.10554,-0.00387,0.00383,
llama,ttft_jitter_sym,200.00000,1,frozen,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,6.24883,0.03371,11.10554,-0.00387,0.00383,
llama,ttft_jitter_sym,200.00000,1,adaptive,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,6.24883,0.03371,11.10554,-0.00387,0.00383,
llama,ttft_jitter_sym,200.00000,1,frozen,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,6.24883,0.03371,11.10554,-0.00387,0.00383,
llama,ttft_jitter_sym,200.00000,1,adaptive,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,6.24883,0.03371,11.10554,-0.00387,0.00383,
llama,ttft_jitter_sym,200.00000,1,frozen,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,6.24883,0.03371,11.10554,-0.00387,0.00383,
llama,ttft_jitter_sym,200.00000,1,adaptive,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,6.24883,0.03371,11.10554,-0.00387,0.00383,
llama,ttft_jitter_sym,200.00000,1,frozen,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,6.24883,0.03371,11.10554,-0.00387,0.00383,
llama,ttft_jitter_sym,200.00000,1,adaptive,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,6.24883,0.03371,11.10554,-0.00387,0.00383,
llama,ttft_jitter_sym,200.00000,1,frozen,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,6.24883,0.03371,11.10554,-0.00387,0.00383,
llama,ttft_jitter_sym,200.00000,1,adaptive,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,6.24883,0.03371,11.10554,-0.00387,0.00383,
llama,ttft_jitter_sym,200.00000,1,frozen,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,6.24883,0.03371,11.10554,-0.00387,0.00383,
llama,ttft_jitter_sym,200.00000,1,adaptive,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,6.24883,0.03371,11.10554,-0.00387,0.00383,
llama,ttft_jitter_sym,200.00000,1,frozen,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,6.24883,0.03371,11.10554,-0.00387,0.00383,
llama,ttft_jitter_sym,400.00000,0,adaptive,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,33.56023,32.56745,33.99161,0.54529,0.01293,
llama,ttft_jitter_sym,400.00000,0,frozen,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,33.56023,32.56745,33.99161,0.54529,0.01293,
llama,ttft_jitter_sym,400.00000,0,adaptive,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,33.56023,32.56745,33.99161,0.54529,0.01293,
llama,ttft_jitter_sym,400.00000,0,frozen,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,33.56023,32.56745,33.99161,0.54529,0.01293,
llama,ttft_jitter_sym,400.00000,0,adaptive,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,33.56023,32.56745,33.99161,0.54529,0.01293,
llama,ttft_jitter_sym,400.00000,0,frozen,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,33.56023,32.56745,33.99161,0.54529,0.01293,
llama,ttft_jitter_sym,400.00000,0,adaptive,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,33.56023,32.56745,33.99161,0.54529,0.01293,
llama,ttft_jitter_sym,400.00000,0,frozen,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,33.56023,32.56745,33.99161,0.54529,0.01293,
llama,ttft_jitter_sym,400.00000,0,adaptive,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,33.56023,32.56745,33.99161,0.54529,0.01293,
llama,ttft_jitter_sym,400.00000,0,frozen,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,33.56023,32.56745,33.99161,0.54529,0.01293,
llama,ttft_jitter_sym,400.00000,0,adaptive,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,33.56023,32.56745,33.99161,0.54529,0.01293,
llama,ttft_jitter_sym,400.00000,0,frozen,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,33.56023,32.56745,33.99161,0.54529,0.01293,
llama,ttft_jitter_sym,400.00000,0,adaptive,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,33.56023,32.56745,33.99161,0.54529,0.01293,
llama,ttft_jitter_sym,400.00000,0,frozen,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,33.56023,32.56745,33.99161,0.54529,0.01293,
llama,ttft_jitter_sym,400.00000,0,adaptive,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,33.56023,32.56745,33.99161,0.54529,0.01293,
llama,ttft_jitter_sym,400.00000,0,frozen,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,33.56023,32.56745,33.99161,0.54529,0.01293,
llama,ttft_jitter_sym,400.00000,0,adaptive,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,33.56023,32.56745,33.99161,0.54529,0.01293,
llama,ttft_jitter_sym,400.00000,0,frozen,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,33.56023,32.56745,33.99161,0.54529,0.01293,
llama,ttft_jitter_sym,400.00000,0,adaptive,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,33.56023,32.56745,33.99161,0.54529,0.01293,
llama,ttft_jitter_sym,400.00000,0,frozen,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,33.56023,32.56745,33.99161,0.54529,0.01293,
llama,ttft_jitter_sym,400.00000,1,adaptive,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,-17.50565,-13.62866,-25.39670,-0.19717,-0.01006,
llama,ttft_jitter_sym,400.00000,1,frozen,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,-17.50565,-13.62866,-25.39670,-0.19717,-0.01006,
llama,ttft_jitter_sym,400.00000,1,adaptive,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,-17.50565,-13.62866,-25.39670,-0.19717,-0.01006,
llama,ttft_jitter_sym,400.00000,1,frozen,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,-17.50565,-13.62866,-25.39670,-0.19717,-0.01006,
llama,ttft_jitter_sym,400.00000,1,adaptive,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,-17.50565,-13.62866,-25.39670,-0.19717,-0.01006,
llama,ttft_jitter_sym,400.00000,1,frozen,LogReg,core,1,1.00000,1.00000,1.00000,960,240,120,120,-17.50565,-13.62866,-25.39670,-0.19717,-0.01006,
llama,ttft_jitter_sym,400.00000,1,adaptive,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,-17.50565,-13.62866,-25.39670,-0.19717,-0.01006,
llama,ttft_jitter_sym,400.00000,1,frozen,RandomForest,core,1,1.00000,1.00000,1.00000,960,240,120,120,-17.50565,-13.62866,-25.39670,-0.19717,-0.01006,
llama,ttft_jitter_sym,400.00000,1,adaptive,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,-17.50565,-13.62866,-25.39670,-0.19717,-0.01006,
llama,ttft_jitter_sym,400.00000,1,frozen,LogReg,core,2,1.00000,1.00000,1.00000,960,240,120,120,-17.50565,-13.62866,-25.39670,-0.19717,-0.01006,
llama,ttft_jitter_sym,400.00000,1,adaptive,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,-17.50565,-13.62866,-25.39670,-0.19717,-0.01006,
llama,ttft_jitter_sym,400.00000,1,frozen,RandomForest,core,2,1.00000,1.00000,1.00000,960,240,120,120,-17.50565,-13.62866,-25.39670,-0.19717,-0.01006,
llama,ttft_jitter_sym,400.00000,1,adaptive,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,-17.50565,-13.62866,-25.39670,-0.19717,-0.01006,
llama,ttft_jitter_sym,400.00000,1,frozen,LogReg,core,3,1.00000,1.00000,1.00000,960,240,120,120,-17.50565,-13.62866,-25.39670,-0.19717,-0.01006,
llama,ttft_jitter_sym,400.00000,1,adaptive,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,-17.50565,-13.62866,-25.39670,-0.19717,-0.01006,
llama,ttft_jitter_sym,400.00000,1,frozen,RandomForest,core,3,1.00000,1.00000,1.00000,960,240,120,120,-17.50565,-13.62866,-25.39670,-0.19717,-0.01006,
llama,ttft_jitter_sym,400.00000,1,adaptive,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,-17.50565,-13.62866,-25.39670,-0.19717,-0.01006,
llama,ttft_jitter_sym,400.00000,1,frozen,LogReg,core,4,1.00000,1.00000,1.00000,960,240,120,120,-17.50565,-13.62866,-25.39670,-0.19717,-0.01006,
llama,ttft_jitter_sym,400.00000,1,adaptive,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,-17.50565,-13.62866,-25.39670,-0.19717,-0.01006,
llama,ttft_jitter_sym,400.00000,1,frozen,RandomForest,core,4,1.00000,1.00000,1.00000,960,240,120,120,-17.50565,-13.62866,-25.39670,-0.19717,-0.01006,
llama,ttft_jitter_sym,800.00000,0,adaptive,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,3.55320,-24.25695,55.10213,-0.38972,0.01837,
llama,ttft_jitter_sym,800.00000,0,frozen,LogReg,core,0,1.00000,1.00000,1.00000,960,240,120,120,3.55320,-24.25695,55.10213,-0.38972,0.01837,
llama,ttft_jitter_sym,800.00000,0,adaptive,RandomForest,core,0,1.00000,1.00000,1.00000,960,240,120,120,3.55320,-24.25695,55.10213,-0.38972,0.01837,
